file_path,corruption_types,severity,title
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-01-18-005-gia-ev2-vs-kaeseupeo/index.md,product_mismatch,하,기아 EV2 vs 캐스퍼 일렉트릭 뭐가 다를까 가격 주행거리 크기 완벽 비교
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-01-18-006-448km-juhaenge-3cheonman-wondae/index.md,product_mismatch,하,448km 주행에 3천만 원대 기아 EV2 국내 출시일과 사전예약 일정 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-01-019-gia-ev7-chulsiilgwa-yesang/index.md,product_mismatch,하,기아 EV7 출시일과 예상 가격 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-01-023-gia-ev9-bojogeum-jeogyong/index.md,product_mismatch,하,기아 EV9 보조금 적용 실구매가 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-02-017-jeongicha-bojogeum-eolma-badeul/index.md,product_mismatch,하,전기차 보조금 얼마 받을 수 있나 무공해차누리집 조회 방법
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-02-029-2012nyeon-ijeon-gyeongyucha-soyuja/index.md,product_mismatch,하,2012년 이전 경유차 소유자 필독 연납하면 10% 감면
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-02-031-gyeongyucha-dpf-jangchak-hyetaek/index.md,product_mismatch,하,경유차 DPF 장착 혜택 총정리 환경개선부담금 면제부터 검사 면제까지
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-02-034-nae-chaga-yuro5-yuro6inji/index.md,product_mismatch,하,내 차가 유로5 유로6인지 확인하고 환경개선부담금 면제받자
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-03-034-dibijadongchaboheom-boheomryo-gyesanbuteo-gaipkkaji/index.md,product_mismatch,하,디비자동차보험 보험료 계산부터 가입까지 완벽 가이드
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-04-026-polseuta4-gagyeok-6690manwon-donggyeol/index.md,product_mismatch,하,폴스타4 가격 6690만원 동결 2026년형 옵션 강화 출시
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-04-032-2026-bolbo-xc40-gagyeok/index.md,product_mismatch,하,2026 볼보 XC40 가격 5190만원부터 다크테마 신규 적용
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-04-033-deo-nyu-seutaria-ev/index.md,product_mismatch,하,더 뉴 스타리아 EV 2026 상반기 출시 예상 가격 5천만원대
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-04-047-2026nyeon-gia-ev7-yesang/index.md,product_mismatch,하,2026년 기아 EV7 예상 가격과 스펙, 지금 알아야 할 핵심 정보
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-04-051-hwangyeongbu-jeongicha-chungjeonkadeu-balgeup/index.md,product_mismatch,하,환경부 전기차 충전카드 발급 방법, 최대 60% 할인받는 비결
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-04-070-dogil-3sa-bigyo-juhaengbojowa/index.md,product_mismatch,하,독일 3사 비교 주행보조와 AWD 성능 가장 좋은 차는
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-06-032-aionik6-570manwon-teseulra-420manwon/index.md,product_mismatch,하,아이오닉6 570만원 테슬라 420만원 2026 전기차 보조금 전 모델 비교
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-06-033-2026-teseulra-model3-3cheonmanwondae/index.md,product_mismatch,하,2026 테슬라 모델3 3천만원대 구매 가능 보조금 실구매가 계산법
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-06-034-2026-jeongicha-bojogeum-sakgamdoen/index.md,product_mismatch,하,2026 전기차 보조금 삭감된 LFP 배터리 모델 확인 필수
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-06-035-2026-jeongicha-bojogeum-jiyeokbyeol/index.md,product_mismatch,하,2026 전기차 보조금 지역별 공고 일정 놓치면 손해보는 신청 타이밍
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-06-037-heon-cha-beorigo-jeongicha/index.md,product_mismatch,하,헌 차 버리고 전기차 사면 최대 680만원 지원금 받는 절차
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-06-038-jeongicha-bojogeum-magam-jeon/index.md,product_mismatch,하,전기차 보조금 마감 전 신청하려면 잔여 대수 실시간 확인 필수
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-06-040-jeongicha-chwideungrokse-gammyeon-hyetaek/index.md,product_mismatch,하,전기차 취등록세 감면 혜택 2026년 연장 확정 최대 140만원 절약
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-10-003-teseulra-modely-bojogeum-170manwonbakke/index.md,product_mismatch,하,테슬라 모델Y 보조금 170만원밖에? 2026년 배터리 밀도 차등제로 달라진 실구매가 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-10-005-haibeurideu-baeteori-gyoche-biyong/index.md,product_mismatch,하,하이브리드 배터리 교체 비용 500만원? 브랜드별 무상 보증 기간과 실제 수명 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-10-006-nae-chae-beulraekbakseu-malgo/index.md,product_mismatch,하,내 차에 블랙박스 말고 EDR도 있다고? 2025년 신차 의무 장착된 사고기록장치 열람법
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-10-007-jeongichainde-ilban-taieo-kkiumyeon/index.md,product_mismatch,하,전기차인데 일반 타이어 끼우면 안 되나요? iON 전용 타이어 20% 빨리 닳는다는 말의 진실
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-10-010-suipcha-jeongbi-gongimbi-bissadagoyo/index.md,product_mismatch,하,수입차 정비 공임비 비싸다고요? 앱으로 예약하면 20% 싸게 받는 방법
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-11-028-cha-san-ji-5nyeon/index.md,product_mismatch,하,차 산 지 5년 넘었다면 지금 확인하세요! 지역개발채권 환급금 조회 방법
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-11-051-eolgul-insigeuro-sidong-geoneun/index.md,product_mismatch,하,얼굴 인식으로 시동 거는 시대 2026년 음주운전 방지장치 어떻게 달라지나
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-11-067-ev6-jeonbi-geukdaehwa-bibeop/index.md,product_mismatch,하,EV6 전비 극대화 비법 회생제동 3단계 활용과 에코모드 실전 가이드
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-11-068-ev6-i-pedal-silsayong/index.md,product_mismatch,하,EV6 i-Pedal 실사용 후기 원페달 드라이빙 장단점과 주의사항 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-11-069-2026nyeon-jeongicha-chungjeonyogeum-bigyo/index.md,product_mismatch,하,2026년 전기차 충전요금 비교 급속 완속 가정용 어디가 가장 저렴한가
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-11-071-ev6-bojogeum-2026nyeon-eolma/index.md,product_mismatch,하,EV6 보조금 2026년 얼마 받나 국비 지자체 합산 실구매가 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-19-009-풀옵션-7천만원-돌파-2025/index.md,product_mismatch,하,풀옵션 7천만원 돌파 2025 펠리세이드 가격 제대로 알고 계약하기
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-002-10년-만의-풀체인지-푸조/index.md,product_mismatch,하,10년 만의 풀체인지 푸조 5008 하이브리드 실사와 가격 분석
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-003-2025-제네시스-g90-트림별/index.md,product_mismatch,하,2025 제네시스 G90 트림별 가격과 옵션 완벽 가이드
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-005-2025-코나-풀체인지-제원부터/index.md,product_mismatch,하,2025 코나 풀체인지 제원부터 실구매 가격까지 완벽 정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-014-byd-씰-3990만원-실구매가/index.md,product_mismatch,하,BYD 씰 3990만원 실구매가 3천만원대 전기세단 완벽 분석(feat. 테슬라모델3)
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-017-800만원대-전기밴-마사다-qq/index.md,product_mismatch,하,800만원대 전기밴 마사다 QQ 중고차 가격과 실사용 후기
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-019-내연기관-끝판왕-캐딜락-ct5/index.md,product_mismatch,하,내연기관 끝판왕 캐딜락 CT5-V 블랙윙 시승기와 스펙 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-020-2026-기아-봉고3-ev/index.md,product_mismatch,하,2026 기아 봉고3 EV 가격표와 보조금 적용 실구매가 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-021-레이부터-카니발까지-차박하기-좋은/index.md,product_mismatch,하,레이부터 카니발까지 차박하기 좋은 국산차 순위 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-032-2025-제네시스-gv60-페이스리프트/index.md,product_mismatch,하,2025 제네시스 GV60 페이스리프트 가격과 달라진 점 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-049-볼보-ex30-가격-761만원/index.md,product_mismatch,하,볼보 EX30 가격 761만원 인하 3천만원대 수입 전기 SUV 분석
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-053-2024-모하비-더마스터-실물/index.md,product_mismatch,하,2024 모하비 더마스터 실물 포토 리뷰 달라진 점 다섯 가지
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-062-지프-레니게이드-2023-포토/index.md,product_mismatch,하,지프 레니게이드 2023 포토 리뷰 수입 소형 SUV 1위의 진짜 실력
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-063-기아-ev3-가격-3995만원부터/index.md,product_mismatch,하,기아 EV3 가격 3995만원부터 트림별 스펙 보조금 완전 정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-065-2025-셀토스-포토-리뷰/index.md,product_mismatch,하,2025 셀토스 포토 리뷰 트림별 가격 연비 달라진 기본 사양 정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-066-볼보-ex30-크로스컨트리-761만원/index.md,product_mismatch,하,볼보 EX30 크로스컨트리 761만원 인하 후 실구매가 분석
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-070-9인승-suv-끝판왕-펠리세이드/index.md,product_mismatch,하,9인승 SUV 끝판왕 펠리세이드 트림별 가격과 장단점
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-083-2026-bmw-m340i-프로/index.md,product_mismatch,하,2026 BMW M340i 프로 실구매가와 프로모션 할인 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-02-26-088-3800만원대-수입-전기-suv/index.md,product_mismatch,하,3800만원대 수입 전기 SUV 폭스바겐 ID.4 가격 성능 완벽 분석
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-05-004-아우디-q4-이트론-가격/index.md,product_mismatch,하,아우디 Q4 이트론 가격 스펙 보조금 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-05-005-2025-팰리세이드-풀체인지-가격/index.md,product_mismatch,하,2025 팰리세이드 풀체인지 가격 트림 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-05-006-팰리세이드-하이브리드-연비-가격/index.md,product_mismatch,하,팰리세이드 하이브리드 연비 가격 장단점 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-05-008-2026-소나타-디엣지-가격/index.md,product_mismatch,하,2026 소나타 디엣지 가격 연비 트림 총정리
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-23-신차-3931만원-스포티지-하이브리드-3년-뒤-중고값-2535만원의-현실.md,product_mismatch,하,"신차 3,931만원 스포티지 하이브리드, 3년 뒤 중고값 2,535만원의 현실"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-24-2026년-3월-기준-그랜저-25-k8-감가율-최신-분석.md,product_mismatch,하,"2026년 3월 기준 그랜저 2.5 K8 감가율 최신 분석"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-24-2026년-3월-기준-투싼-하이브리드-스포티지-하이브리드-감가율-최신-분석.md,product_mismatch,하,"2026년 3월 기준 투싼 하이브리드 스포티지 하이브리드 감가율 최신 분석"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-24-k5-하이브리드-3년-총비용-2433만원-신차값보다-중요한-숫자.md,product_mismatch,하,"K5 하이브리드 3년 총비용 2,433만원 — 신차값보다 중요한 숫자"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-24-싼타페-하이브리드보다-잔존가치-17p-높은-아이오닉-5-감가에서-판가름-난다.md,product_mismatch,하,"싼타페 하이브리드보다 잔존가치 17%p 높은 아이오닉 5, 감가에서 판가름 난다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-24-투싼-하이브리드-vs-스포티지-하이브리드-3년-뒤-285만원-차이-나는-진짜-이유.md,product_mismatch,하,"투싼 하이브리드 vs 스포티지 하이브리드, 3년 뒤 285만원 차이 나는 진짜 이유"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-25-1655만원-캐스퍼과-1575만원-모닝-3년-뒤-남는-돈은.md,product_mismatch,하,"1,655만원 캐스퍼과 1,575만원 모닝, 3년 뒤 남는 돈은?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-25-6990만원-ev9-3년-타면-실제로-4689만원-나간다.md,product_mismatch,하,"6,990만원 EV9, 3년 타면 실제로 4,689만원 나간다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-25-ev6보다-잔존가치-4p-높은-아이오닉-5-감가에서-판가름-난다.md,product_mismatch,하,"EV6보다 잔존가치 4%p 높은 아이오닉 5, 감가에서 판가름 난다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-25-신차-3154만원-k5-감가-1457만원-감당할-수-있는-수준.md,product_mismatch,하,"신차 3,154만원 K5, 감가 1,457만원 — 감당할 수 있는 수준?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-25-싼타페-하이브리드-쏘렌토-하이브리드-유지비-비교-보험세금유류비-월-29만원의-차이.md,product_mismatch,하,"싼타페 하이브리드 쏘렌토 하이브리드 유지비 비교 — 보험·세금·유류비 월 29만원의 차이"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-26-3년-후-중고값-2708만원-vs-그랜저-하이브리드-되팔-때-후회-없는-선택은.md,product_mismatch,하,"3년 후 중고값 2,708만원 vs 그랜저 하이브리드 — 되팔 때 후회 없는 선택은?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-26-ev3-3년-타고-팔면-2544만원-빠진다-잔존가치-47의-의미.md,product_mismatch,하,"EV3 3년 타고 팔면 2,544만원 빠진다 — 잔존가치 47%의 의미"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-26-감가-1880만원-vs-2122만원-어느-쪽이-더-빠지나.md,product_mismatch,하,"감가 1,880만원 vs 2,122만원 — 어느 쪽이 더 빠지나"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-26-쏘렌토-하이브리드를-3년-보유하면-실제-비용-2616만원-감가가-80.md,product_mismatch,하,"쏘렌토 하이브리드를 3년 보유하면 실제 비용 2,616만원, 감가가 80%"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-26-잔존가치로-보면-답-나온다-그랜저-하이브리드와-k8-하이브리드-3년-실비용-비교.md,product_mismatch,하,"잔존가치로 보면 답 나온다 — 그랜저 하이브리드와 K8 하이브리드 3년 실비용 비교"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-27-2026-레이-ev-1인승-밴-에어-가격감가유지비-한눈에-보기.md,product_mismatch,하,"2026 레이 EV 1인승 밴 에어 — 가격·감가·유지비 한눈에 보기"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-27-k5보다-232만원-비싼-아반떼-3년-뒤엔-오히려-이득.md,product_mismatch,하,"K5보다 232만원 비싼 아반떼, 3년 뒤엔 오히려 이득?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-27-아이오닉-6-감가가-큰-이유-3가지와-대처법.md,product_mismatch,하,"아이오닉 6 감가가 큰 이유 3가지와 대처법"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-27-코나-하이브리드-인스퍼레이션-월-유지비-60만원-감당-가능한-수준일까.md,product_mismatch,하,"코나 하이브리드 인스퍼레이션 월 유지비 60만원, 감당 가능한 수준일까"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-28-3년-후-중고값-3439만원-vs-그랜저-25-되팔-때-후회-없는-선택은.md,product_mismatch,하,"3년 후 중고값 3,439만원 vs 그랜저 2.5 — 되팔 때 후회 없는 선택은?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-28-ev6-3년-총비용-3668만원-신차값보다-중요한-숫자.md,product_mismatch,하,"EV6 3년 총비용 3,668만원 — 신차값보다 중요한 숫자"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-28-쏘렌토-vs-쏘렌토-하이브리드-감가-비교-몰랐으면-451만원-손해-볼-뻔.md,product_mismatch,하,"쏘렌토 vs 쏘렌토 하이브리드 감가 비교 — 몰랐으면 451만원 손해 볼 뻔"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-28-아반떼-하이브리드보다-31만원-비싼-아반떼-3년-뒤엔-오히려-이득.md,product_mismatch,하,"아반떼 하이브리드보다 31만원 비싼 아반떼, 3년 뒤엔 오히려 이득?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-29-2025-모닝-10-가솔린-프레스티지-잔존가치-분석-이-트림이-감가-적다.md,product_mismatch,하,"2025 모닝 1.0 가솔린 프레스티지 잔존가치 분석 — 이 트림이 감가 적다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-29-2492만원-아반떼과-2523만원-하이브리드-3년-뒤-남는-돈은.md,product_mismatch,하,"2,492만원 아반떼과 2,523만원 하이브리드, 3년 뒤 남는 돈은?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-29-그랜저-25-중고시세-58-유지-k8-하이브리드는-58-차이가-187만원.md,product_mismatch,하,"그랜저 2.5 중고시세 58% 유지, K8 하이브리드는 58% — 차이가 187만원"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-29-싼타페-하이브리드보다-잔존가치-3p-높은-쏘렌토-하이브리드-감가에서-판가름-난다.md,product_mismatch,하,"싼타페 하이브리드보다 잔존가치 3%p 높은 쏘렌토 하이브리드, 감가에서 판가름 난다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-29-쏘렌토-하이브리드보다-잔존가치-9p-높은-쏘렌토-감가에서-판가름-난다.md,product_mismatch,하,"쏘렌토 하이브리드보다 잔존가치 9%p 높은 쏘렌토, 감가에서 판가름 난다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-30-2026-k8-하이브리드-노블레스-가격감가유지비-한눈에-보기.md,product_mismatch,하,"2026 K8 하이브리드 노블레스 — 가격·감가·유지비 한눈에 보기"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-30-2026년-3월-k8-하이브리드-중고시세-전망-잔존가치-58-유지될까.md,product_mismatch,하,"2026년 3월 K8 하이브리드 중고시세 전망 — 잔존가치 58% 유지될까"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-30-3512만원-쏘나타와-3573만원-k5-하이브리드-실비용은-역전된다.md,product_mismatch,하,"3,512만원 쏘나타와 3,573만원 K5 하이브리드 — 실비용은 역전된다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-30-ev6-롱-레인지-에어-4wd-5487만원-지금-이-가격-적정한가-2026년-3월.md,product_mismatch,하,"EV6 롱 레인지 에어 4WD 5,487만원, 지금 이 가격 적정한가 [2026년 3월]"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-30-신차값-1201만원-차이-3년-총비용은-253만원-ev3-vs-코나-하이브리드.md,product_mismatch,하,"신차값 1,201만원 차이, 3년 총비용은 253만원 — EV3 vs 코나 하이브리드"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-31-4710만원-그랜저-25와-4673만원-k8-실비용은-역전된다.md,product_mismatch,하,"4,710만원 그랜저 2.5와 4,673만원 K8 — 실비용은 역전된다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-31-스포티지-하이브리드-감가가-큰-이유-3가지와-대처법.md,product_mismatch,하,"스포티지 하이브리드 감가가 큰 이유 3가지와 대처법"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-31-싼타페-하이브리드-vs-쏘렌토-감가-비교-몰랐으면-374만원-손해-볼-뻔.md,product_mismatch,하,"싼타페 하이브리드 vs 쏘렌토 감가 비교 — 몰랐으면 374만원 손해 볼 뻔"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-31-연봉-대비-코나-유지-가능할까-월-60만원의-진실.md,product_mismatch,하,"연봉 대비 코나 유지 가능할까? 월 60만원의 진실"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-03-31-잔존가치-65로-본-투싼-하이브리드-실질-소유비용.md,product_mismatch,하,"잔존가치 65%로 본 투싼 하이브리드 실질 소유비용"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-01-2026년-4월-기준-k8-하이브리드-그랜저-하이브리드-감가율-최신-분석.md,product_mismatch,하,"2026년 4월 기준 K8 하이브리드 그랜저 하이브리드 감가율 최신 분석"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-01-3512만원-쏘나타-3년-타면-실제로-2710만원-나간다.md,product_mismatch,하,"3,512만원 쏘나타, 3년 타면 실제로 2,710만원 나간다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-01-그랜저-하이브리드-감가-1854만원-vs-그랜저-25-2171만원-어느-쪽이-더-빠지나.md,product_mismatch,하,"그랜저 하이브리드 감가 1,854만원 vs 그랜저 2.5 2,171만원 — 어느 쪽이 더 빠지나"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-01-스포티지-하이브리드보다-잔존가치-2p-높은-투싼-하이브리드-감가에서-판가름-난다.md,product_mismatch,하,"스포티지 하이브리드보다 잔존가치 2%p 높은 투싼 하이브리드, 감가에서 판가름 난다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-01-쏘렌토보다-1032만원-비싼-아이오닉-5-3년-뒤엔-오히려-이득.md,product_mismatch,하,"쏘렌토보다 1,032만원 비싼 아이오닉 5, 3년 뒤엔 오히려 이득?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-02-2025-아이오닉-5-vs-ev6-비교-감가유지비잔존가치-총정리-2026년-4월.md,product_mismatch,하,"2025 아이오닉 5 vs EV6 비교 — 감가·유지비·잔존가치 총정리 [2026년 4월]"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-02-그랜저-25-잔존가치-연차별-하락-1년-뒤-2년-뒤-3년-뒤-예상-시세.md,product_mismatch,하,"그랜저 2.5 잔존가치 연차별 하락 — 1년 뒤, 2년 뒤, 3년 뒤 예상 시세"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-02-그랜저-25보다-18만원-비싼-k8-하이브리드-3년-뒤엔-오히려-이득.md,product_mismatch,하,"그랜저 2.5보다 18만원 비싼 K8 하이브리드, 3년 뒤엔 오히려 이득?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-02-모닝보다-잔존가치-2p-높은-캐스퍼-감가에서-판가름-난다.md,product_mismatch,하,"모닝보다 잔존가치 2%p 높은 캐스퍼, 감가에서 판가름 난다"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-02-연봉-대비-싼타페-하이브리드-유지-가능할까-월-29만원의-진실.md,product_mismatch,하,"연봉 대비 싼타페 하이브리드 유지 가능할까? 월 29만원의 진실"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-03-2789만원-아반떼-하이브리드과-3241만원-k5-하이브리드-3년-뒤-남는-돈은.md,product_mismatch,하,"2,789만원 아반떼 하이브리드과 3,241만원 K5 하이브리드, 3년 뒤 남는 돈은?"
/Users/twinssn/Projects/cap/hotissue-hugo/content/posts/2026-04-03-3년-후-중고값-1781만원-vs-코나-하이브리드-되팔-때-후회-없는-선택은.md,product_mismatch,하,"3년 후 중고값 1,781만원 vs 코나 하이브리드 — 되팔 때 후회 없는 선택은?"
